Target,Model,DockQ,CAPRI
7AOH,pdb_interact_uniref_sto_4,0.903,3.0
7KBR,species_interact_uniref_sto_1,0.926,3.0
7KBR,no_templates_1,0.854,3.0
7EEL,custom_template_file_4,0.017,0.0
7ALB,sequence_based_template_with_alphafold_0,0.006,0.0
7O28,uniprot_distance_uniref_sto_1,0.740,2.0
7ALB,no_templates_0,0.006,0.0
7LXT,uniprot_distance_uniref_a3m_4,0.017,0.0
7ALA,custom_template_file_1,0.016,0.0
7AOF,sequence_based_template_with_alphafold_1,0.094,0.0
7AOH,structure_temp_dimer_a_3,0.699,2.0
7OOP,uniprot_distance_uniref_sto_0,0.154,0.0
7KBR,structure_temp_dimer_a_1,0.906,3.0
7AOF,structure_temp_dimer_a_4,0.024,0.0
7AMV,species_interact_uniref_sto_3,0.868,3.0
7O27,pdb_interact_uniprot_sto_1,0.704,2.0
7L2M,custom_template_with_alphafold_models_0,0.014,0.0
7LXT,structure_temp_dimer_a_2,0.594,2.0
7OI7,pdb_interact_uniref_sto_0,0.006,0.0
7OZN,uniprot_distance_uniprot_sto_1,0.017,0.0
7ALB,structure_temp_dimer_2,0.007,0.0
7OEL,string_interact_uniref_a3m_1,0.750,2.0
7AP8,sequence_based_template_with_alphafold_0,0.008,0.0
7OEL,uniprot_distance_uniprot_sto_3,0.722,2.0
7MRW,uniprot_distance_uniprot_sto_2,0.594,2.0
7MRW,custom_template_file_0,0.006,0.0
7ALB,string_interact_uniref_a3m_2,0.006,0.0
7O28,sequence_based_template_with_alphafold_3,0.715,2.0
7KBR,string_interact_uniprot_sto_1,0.862,3.0
7P3Z,sequence_based_template_with_alphafold_3,0.039,0.0
7OZN,string_interact_uniprot_sto_4,0.097,0.0
7AOF,uniprot_distance_uniref_a3m_4,0.039,0.0
7EKQ,no_templates_1,0.027,0.0
7LXT,species_interact_uniprot_sto_4,0.597,2.0
7AP8,ori_template_pipeline_4,0.016,0.0
7EKQ,uniprot_distance_uniref_sto_4,0.038,0.0
7F5B,string_interact_uniprot_sto_4,0.002,0.0
7OEL,no_templates_4,0.527,2.0
7ALA,default_1,0.101,0.0
7LXT,string_interact_uniref_sto_0,0.553,2.0
7MJP,custom_template_with_alphafold_models_3,0.014,0.0
7ALB,uniprot_distance_uniprot_sto_3,0.008,0.0
7O28,uniclust_oxmatch_a3m_1,0.748,2.0
7JZY,species_interact_uniref_sto_0,0.051,0.0
7D3Y,pdb_interact_uniref_a3m_2,0.036,0.0
7MRW,string_interact_uniprot_sto_4,0.497,2.0
7OOP,structure_temp_dimer_4,0.114,0.0
7O28,structure_temp_dimer_a_2,0.709,2.0
7P3Z,string_interact_uniref_a3m_1,0.027,0.0
7EEP,uniclust_oxmatch_a3m_0,0.017,0.0
7F5B,structure_temp_dimer_a_4,0.009,0.0
7AOF,pdb_interact_uniref_sto_3,0.057,0.0
7LXT,string_interact_uniprot_sto_3,0.559,2.0
7ALA,ori_template_pipeline_1,0.018,0.0
7AP8,ori_template_pipeline_3,0.046,0.0
7KBR,string_interact_uniref_a3m_1,0.946,3.0
7D3Y,uniprot_distance_uniref_sto_0,0.323,1.0
7OEL,ori_temp_pipeline_with_alphafold_models_4,0.696,2.0
7NKZ,pdb_interact_uniprot_sto_0,0.926,3.0
7EKQ,uniclust_oxmatch_a3m_4,0.018,0.0
7EEL,uniprot_distance_uniref_a3m_0,0.064,0.0
7ALA,string_interact_uniprot_sto_2,0.013,0.0
7O28,custom_template_file_1,0.711,2.0
7EKQ,pdb_interact_uniprot_sto_3,0.035,0.0
7D7F,string_interact_uniprot_sto_2,0.011,0.0
7OZN,structure_temp_dimer_a_2,0.010,0.0
7P3Z,string_interact_uniref_a3m_4,0.028,0.0
7D3Y,species_interact_uniref_a3m_4,0.014,0.0
7OI7,string_interact_uniref_sto_2,0.007,0.0
7O27,structure_temp_dimer_0,0.427,1.0
7OEL,string_interact_uniref_sto_1,0.724,2.0
7OZN,uniclust_oxmatch_a3m_3,0.010,0.0
7KBR,species_interact_uniprot_sto_4,0.862,3.0
7D3Y,custom_template_file_2,0.013,0.0
7NKZ,structure_temp_dimer_3,0.920,3.0
7EKQ,custom_template_with_alphafold_models_1,0.151,0.0
7EEP,species_interact_uniprot_sto_4,0.007,0.0
7OI7,pdb_interact_uniprot_sto_3,0.006,0.0
7F5B,species_interact_uniprot_sto_2,0.008,0.0
7EEL,sequence_based_template_0,0.028,0.0
7NKZ,uniclust_oxmatch_a3m_4,0.907,3.0
7ALA,no_templates_3,0.014,0.0
7MJP,ori_temp_pipeline_with_alphafold_models_2,0.014,0.0
7AOH,pdb_interact_uniref_sto_1,0.886,3.0
7MRW,structure_temp_dimer_a_4,0.011,0.0
7O28,no_templates_2,0.525,2.0
7OI7,pdb_interact_uniprot_sto_1,0.010,0.0
7ALA,pdb_interact_uniref_sto_4,0.017,0.0
7OZN,pdb_interact_uniprot_sto_2,0.012,0.0
7ALA,species_interact_uniref_a3m_3,0.009,0.0
7EKQ,species_interact_uniprot_sto_4,0.045,0.0
7AOH,sequence_based_template_1,0.900,3.0
7KBR,pdb_interact_uniprot_sto_0,0.877,3.0
7D7F,ori_template_pipeline_1,0.006,0.0
7EEL,uniclust_oxmatch_a3m_0,0.034,0.0
7OZN,pdb_interact_uniref_sto_3,0.011,0.0
7AP8,structure_temp_dimer_a_4,0.015,0.0
7EEP,species_interact_uniref_a3m_4,0.015,0.0
7AOF,ori_temp_pipeline_with_alphafold_models_0,0.104,0.0
7F5B,ori_temp_pipeline_with_alphafold_models_4,0.009,0.0
7P3Z,uniprot_distance_uniref_sto_1,0.031,0.0
7MJP,custom_template_file_1,0.022,0.0
7ALB,string_interact_uniref_a3m_3,0.005,0.0
7KBR,pdb_interact_uniprot_sto_2,0.900,3.0
7KBR,uniprot_distance_uniprot_sto_4,0.878,3.0
7LIV,no_templates_3,0.006,0.0
7EKQ,species_interact_uniref_sto_3,0.157,0.0
7OI7,default_2,0.011,0.0
7D3Y,structure_temp_dimer_2,0.316,1.0
7F5B,species_interact_uniref_sto_3,0.008,0.0
7JZY,sequence_based_template_1,0.039,0.0
7NKZ,species_interact_uniref_a3m_2,0.800,3.0
7EEL,sequence_based_template_with_alphafold_0,0.037,0.0
7O27,species_interact_uniref_a3m_2,0.753,2.0
7EEP,ori_temp_pipeline_with_alphafold_models_3,0.007,0.0
7EEL,no_templates_3,0.017,0.0
7AMV,structure_temp_dimer_a_2,0.818,3.0
7EKQ,no_templates_2,0.163,0.0
7AMV,species_interact_uniprot_sto_1,0.867,3.0
7EEP,custom_template_file_4,0.012,0.0
7NKZ,sequence_based_template_3,0.918,3.0
7ALA,structure_temp_dimer_a_2,0.021,0.0
7EEL,structure_temp_dimer_a_2,0.013,0.0
7OOP,uniprot_distance_uniref_sto_3,0.148,0.0
7OI7,default_4,0.009,0.0
7KBR,uniprot_distance_uniprot_sto_0,0.877,3.0
7LXT,pdb_interact_uniref_sto_4,0.106,0.0
7OEL,ori_template_pipeline_0,0.724,2.0
7EKQ,string_interact_uniref_a3m_0,0.021,0.0
7ALB,custom_template_with_alphafold_models_4,0.007,0.0
7LXT,species_interact_uniref_sto_4,0.573,2.0
7O28,structure_temp_dimer_4,0.726,2.0
7LXT,no_templates_3,0.091,0.0
7OI7,species_interact_uniref_a3m_1,0.003,0.0
7OI7,pdb_interact_uniref_sto_1,0.006,0.0
7OOP,string_interact_uniprot_sto_2,0.104,0.0
7LIV,uniprot_distance_uniprot_sto_4,0.003,0.0
7AOF,uniprot_distance_uniprot_sto_0,0.053,0.0
7EKQ,custom_template_file_2,0.080,0.0
7OI7,no_templates_0,0.010,0.0
7ALA,uniprot_distance_uniprot_sto_3,0.020,0.0
7JZY,species_interact_uniref_a3m_4,0.031,0.0
7D3Y,uniprot_distance_uniref_a3m_0,0.025,0.0
7OEL,pdb_interact_uniprot_sto_4,0.740,2.0
7OOP,ori_temp_pipeline_with_alphafold_models_2,0.116,0.0
7ALB,uniprot_distance_uniprot_sto_2,0.007,0.0
7MRW,default_4,0.583,2.0
7MRW,custom_template_file_3,0.007,0.0
7MRW,default_0,0.584,2.0
7OZN,pdb_interact_uniprot_sto_0,0.089,0.0
7O27,uniprot_distance_uniref_sto_4,0.712,2.0
7AP8,sequence_based_template_0,0.011,0.0
7D3Y,ori_temp_pipeline_with_alphafold_models_3,0.327,1.0
7OZN,custom_template_file_1,0.020,0.0
7ALA,default_2,0.015,0.0
7P3Z,custom_template_with_alphafold_models_3,0.039,0.0
7AOF,sequence_based_template_1,0.045,0.0
7OI7,ori_template_pipeline_0,0.002,0.0
7D3Y,uniprot_distance_uniref_a3m_1,0.026,0.0
7D7F,custom_template_file_4,0.007,0.0
7O27,default_0,0.681,2.0
7AMV,custom_template_file_1,0.879,3.0
7JZY,sequence_based_template_with_alphafold_1,0.058,0.0
7L2M,default_3,0.019,0.0
7OOP,default_2,0.124,0.0
7OOP,custom_template_file_1,0.147,0.0
7O27,custom_template_with_alphafold_models_0,0.682,2.0
7EKQ,pdb_interact_uniprot_sto_4,0.150,0.0
7LXT,uniprot_distance_uniprot_sto_3,0.094,0.0
7LXT,pdb_interact_uniref_a3m_3,0.021,0.0
7ALA,custom_template_with_alphafold_models_0,0.014,0.0
7OZN,custom_template_with_alphafold_models_0,0.482,1.0
7LXT,uniprot_distance_uniref_sto_3,0.109,0.0
7OI7,no_templates_2,0.019,0.0
7KBR,sequence_based_template_with_alphafold_1,0.906,3.0
7F5B,species_interact_uniref_a3m_2,0.010,0.0
7OI7,string_interact_uniref_sto_0,0.006,0.0
7ALB,default_0,0.007,0.0
7L2M,ori_temp_pipeline_with_alphafold_models_2,0.026,0.0
7OI7,uniclust_oxmatch_a3m_4,0.006,0.0
7EKQ,ori_temp_pipeline_with_alphafold_models_1,0.151,0.0
7OOP,default_3,0.118,0.0
7OZN,ori_temp_pipeline_with_alphafold_models_0,0.477,1.0
7EEP,structure_temp_dimer_4,0.007,0.0
7NKZ,custom_template_with_alphafold_models_2,0.824,3.0
7MRW,species_interact_uniprot_sto_1,0.586,2.0
7AMV,structure_temp_dimer_2,0.888,3.0
7AMV,species_interact_uniref_sto_4,0.871,3.0
7ALB,ori_template_pipeline_2,0.007,0.0
7KBR,string_interact_uniref_a3m_2,0.949,3.0
7OEL,pdb_interact_uniref_a3m_2,0.743,2.0
7LXT,structure_temp_dimer_a_1,0.592,2.0
7O28,structure_temp_dimer_3,0.718,2.0
7D7F,structure_temp_dimer_1,0.006,0.0
7NKZ,uniprot_distance_uniref_sto_0,0.918,3.0
7O27,uniprot_distance_uniref_sto_3,0.701,2.0
7EEL,custom_template_with_alphafold_models_3,0.011,0.0
7O27,default_3,0.721,2.0
7O27,string_interact_uniref_sto_0,0.704,2.0
7O28,uniprot_distance_uniprot_sto_3,0.747,2.0
7EKQ,uniprot_distance_uniprot_sto_1,0.032,0.0
7OI7,string_interact_uniprot_sto_2,0.011,0.0
7EEL,ori_template_pipeline_4,0.015,0.0
7O28,species_interact_uniprot_sto_1,0.725,2.0
7JZY,structure_temp_dimer_3,0.022,0.0
7MJP,custom_template_with_alphafold_models_4,0.014,0.0
7L2M,sequence_based_template_with_alphafold_2,0.026,0.0
7OOP,string_interact_uniref_a3m_4,0.108,0.0
7OEL,species_interact_uniprot_sto_1,0.724,2.0
7AOH,structure_temp_dimer_a_2,0.716,2.0
7AP8,custom_template_file_3,0.019,0.0
7OEL,uniclust_oxmatch_a3m_2,0.759,2.0
7OOP,sequence_based_template_with_alphafold_2,0.116,0.0
7OZN,uniprot_distance_uniref_sto_2,0.022,0.0
7MRW,structure_temp_dimer_a_3,0.010,0.0
7ALB,uniclust_oxmatch_a3m_1,0.006,0.0
7ALA,structure_temp_dimer_a_3,0.017,0.0
7O27,pdb_interact_uniref_sto_4,0.708,2.0
7D7F,uniprot_distance_uniprot_sto_3,0.006,0.0
7ALA,string_interact_uniprot_sto_4,0.022,0.0
7MRW,ori_template_pipeline_2,0.586,2.0
7EKQ,string_interact_uniprot_sto_2,0.033,0.0
7JZY,custom_template_with_alphafold_models_2,0.063,0.0
7AP8,custom_template_with_alphafold_models_2,0.012,0.0
7MRW,structure_temp_dimer_a_1,0.006,0.0
7LIV,no_templates_2,0.005,0.0
7NKZ,uniprot_distance_uniref_sto_3,0.917,3.0
7ALA,default_0,0.205,0.0
7O28,custom_template_with_alphafold_models_3,0.715,2.0
7D7F,custom_template_with_alphafold_models_2,0.006,0.0
7OI7,string_interact_uniref_sto_1,0.005,0.0
7OZN,custom_template_with_alphafold_models_3,0.011,0.0
7KBR,uniprot_distance_uniref_a3m_2,0.951,3.0
7LXT,structure_temp_dimer_a_3,0.584,2.0
7LIV,custom_template_file_1,0.012,0.0
7JZY,ori_template_pipeline_1,0.032,0.0
7D7F,uniclust_oxmatch_a3m_3,0.007,0.0
7NKZ,pdb_interact_uniref_a3m_0,0.892,3.0
7MRW,ori_temp_pipeline_with_alphafold_models_0,0.006,0.0
7AOH,uniclust_oxmatch_a3m_3,0.897,3.0
7P3Z,default_0,0.030,0.0
7LXT,uniclust_oxmatch_a3m_3,0.021,0.0
7OOP,uniprot_distance_uniprot_sto_1,0.156,0.0
7OOP,species_interact_uniref_sto_3,0.145,0.0
7MJP,uniprot_distance_uniref_sto_3,0.021,0.0
7D7F,sequence_based_template_with_alphafold_4,0.006,0.0
7AOH,sequence_based_template_with_alphafold_1,0.701,2.0
7O27,no_templates_3,0.396,1.0
7ALA,no_templates_2,0.170,0.0
7D7F,uniprot_distance_uniprot_sto_4,0.016,0.0
7F5B,uniclust_oxmatch_a3m_3,0.010,0.0
7P3Z,pdb_interact_uniprot_sto_2,0.033,0.0
7EKQ,structure_temp_dimer_a_2,0.150,0.0
7AMV,ori_template_pipeline_2,0.867,3.0
7OOP,string_interact_uniref_a3m_1,0.147,0.0
7LIV,structure_temp_dimer_3,0.010,0.0
7EEL,uniprot_distance_uniref_sto_4,0.008,0.0
7D3Y,ori_template_pipeline_0,0.326,1.0
7OI7,ori_temp_pipeline_with_alphafold_models_3,0.217,0.0
7AP8,structure_temp_dimer_a_3,0.012,0.0
7KBR,custom_template_file_4,0.972,3.0
7F5B,default_2,0.008,0.0
7OOP,sequence_based_template_with_alphafold_4,0.113,0.0
7O27,structure_temp_dimer_2,0.476,1.0
7ALB,custom_template_with_alphafold_models_1,0.007,0.0
7MJP,uniclust_oxmatch_a3m_2,0.022,0.0
7AOF,uniprot_distance_uniref_sto_1,0.057,0.0
7EKQ,custom_template_file_0,0.222,0.0
7OEL,default_0,0.721,2.0
7AP8,ori_temp_pipeline_with_alphafold_models_0,0.008,0.0
7EEL,sequence_based_template_with_alphafold_1,0.025,0.0
7ALA,custom_template_file_3,0.028,0.0
7LXT,string_interact_uniref_a3m_2,0.606,2.0
7O28,species_interact_uniref_a3m_1,0.745,2.0
7AP8,species_interact_uniprot_sto_1,0.022,0.0
7OEL,default_3,0.721,2.0
7ALA,uniprot_distance_uniprot_sto_0,0.010,0.0
7MJP,species_interact_uniref_sto_4,0.023,0.0
7LXT,string_interact_uniref_sto_3,0.561,2.0
7O28,uniprot_distance_uniref_a3m_2,0.724,2.0
7D3Y,sequence_based_template_0,0.328,1.0
7AOF,custom_template_file_0,0.064,0.0
7EEP,uniprot_distance_uniprot_sto_2,0.007,0.0
7D3Y,species_interact_uniref_sto_0,0.312,1.0
7AOH,default_4,0.901,3.0
7O28,custom_template_with_alphafold_models_2,0.709,2.0
7KBR,species_interact_uniprot_sto_0,0.882,3.0
7OOP,species_interact_uniref_a3m_3,0.140,0.0
7D3Y,uniprot_distance_uniref_sto_4,0.056,0.0
7MJP,string_interact_uniprot_sto_1,0.023,0.0
7EKQ,uniprot_distance_uniprot_sto_4,0.024,0.0
7LXT,custom_template_with_alphafold_models_0,0.594,2.0
7ALA,sequence_based_template_0,0.018,0.0
7LXT,structure_temp_dimer_1,0.584,2.0
7O28,sequence_based_template_0,0.735,2.0
7EEL,uniprot_distance_uniref_a3m_1,0.035,0.0
7O27,uniprot_distance_uniprot_sto_4,0.714,2.0
7OOP,species_interact_uniref_a3m_4,0.137,0.0
7NKZ,sequence_based_template_with_alphafold_3,0.817,3.0
7P3Z,custom_template_with_alphafold_models_0,0.043,0.0
7LIV,ori_template_pipeline_0,0.008,0.0
7LXT,string_interact_uniref_sto_4,0.570,2.0
7P3Z,ori_temp_pipeline_with_alphafold_models_4,0.037,0.0
7JZY,no_templates_2,0.044,0.0
7NKZ,string_interact_uniprot_sto_0,0.937,3.0
7OZN,string_interact_uniprot_sto_2,0.022,0.0
7LXT,string_interact_uniprot_sto_4,0.544,2.0
7D3Y,sequence_based_template_1,0.022,0.0
7KBR,custom_template_file_2,0.974,3.0
7LXT,sequence_based_template_4,0.603,2.0
7LIV,species_interact_uniref_a3m_1,0.010,0.0
7P3Z,pdb_interact_uniref_a3m_0,0.033,0.0
7D7F,custom_template_with_alphafold_models_4,0.006,0.0
7LIV,ori_template_pipeline_4,0.003,0.0
7OI7,structure_temp_dimer_0,0.093,0.0
7AOH,species_interact_uniref_a3m_1,0.897,3.0
7L2M,sequence_based_template_with_alphafold_4,0.012,0.0
7AMV,pdb_interact_uniprot_sto_3,0.868,3.0
7MJP,species_interact_uniref_a3m_3,0.019,0.0
7O27,species_interact_uniref_sto_1,0.706,2.0
7O28,ori_temp_pipeline_with_alphafold_models_4,0.715,2.0
7OZN,no_templates_1,0.278,1.0
7EEP,species_interact_uniref_a3m_2,0.013,0.0
7MJP,uniprot_distance_uniref_sto_0,0.025,0.0
7AOF,no_templates_4,0.071,0.0
7OOP,uniprot_distance_uniref_sto_4,0.151,0.0
7EKQ,string_interact_uniprot_sto_0,0.226,0.0
7OI7,pdb_interact_uniref_sto_4,0.008,0.0
7F5B,custom_template_with_alphafold_models_1,0.002,0.0
7OZN,ori_template_pipeline_1,0.019,0.0
7OZN,sequence_based_template_with_alphafold_1,0.011,0.0
7JZY,structure_temp_dimer_0,0.035,0.0
7OOP,string_interact_uniref_sto_2,0.161,0.0
7LIV,uniprot_distance_uniprot_sto_3,0.003,0.0
7AOF,species_interact_uniref_a3m_3,0.069,0.0
7P3Z,string_interact_uniref_a3m_3,0.031,0.0
7AOH,species_interact_uniref_a3m_0,0.907,3.0
7ALB,ori_template_pipeline_0,0.006,0.0
7OEL,uniprot_distance_uniref_sto_0,0.721,2.0
7O28,structure_temp_dimer_1,0.711,2.0
7OOP,string_interact_uniprot_sto_3,0.154,0.0
7OZN,string_interact_uniprot_sto_0,0.308,1.0
7KBR,custom_template_file_1,0.971,3.0
7AOF,sequence_based_template_with_alphafold_0,0.104,0.0
7EEL,ori_temp_pipeline_with_alphafold_models_1,0.026,0.0
7OI7,species_interact_uniref_a3m_0,0.007,0.0
7EKQ,uniprot_distance_uniref_sto_3,0.041,0.0
7AOH,ori_template_pipeline_4,0.887,3.0
7EEL,uniprot_distance_uniprot_sto_2,0.026,0.0
7O27,ori_template_pipeline_4,0.737,2.0
7O28,pdb_interact_uniprot_sto_1,0.727,2.0
7D7F,uniclust_oxmatch_a3m_2,0.007,0.0
7LXT,pdb_interact_uniprot_sto_3,0.093,0.0
7MRW,ori_temp_pipeline_with_alphafold_models_2,0.011,0.0
7EEL,uniclust_oxmatch_a3m_1,0.042,0.0
7D7F,species_interact_uniref_sto_1,0.014,0.0
7KBR,uniclust_oxmatch_a3m_0,0.947,3.0
7F5B,uniprot_distance_uniprot_sto_0,0.002,0.0
7D3Y,structure_temp_dimer_a_3,0.328,1.0
7OI7,custom_template_with_alphafold_models_1,0.006,0.0
7NKZ,string_interact_uniref_sto_2,0.923,3.0
7JZY,sequence_based_template_3,0.036,0.0
7D3Y,ori_template_pipeline_2,0.294,1.0
7P3Z,species_interact_uniref_a3m_0,0.029,0.0
7OI7,no_templates_4,0.229,0.0
7EEP,ori_temp_pipeline_with_alphafold_models_1,0.023,0.0
7EKQ,string_interact_uniprot_sto_4,0.019,0.0
7O28,uniprot_distance_uniref_a3m_3,0.766,2.0
7AOF,pdb_interact_uniprot_sto_3,0.057,0.0
7OEL,sequence_based_template_4,0.662,2.0
7ALA,species_interact_uniref_a3m_4,0.010,0.0
7D7F,species_interact_uniref_sto_4,0.014,0.0
7MRW,structure_temp_dimer_4,0.010,0.0
7F5B,custom_template_file_3,0.007,0.0
7LXT,custom_template_with_alphafold_models_4,0.591,2.0
7JZY,ori_template_pipeline_2,0.039,0.0
7AMV,structure_temp_dimer_4,0.886,3.0
7AOH,uniprot_distance_uniref_sto_1,0.889,3.0
7NKZ,custom_template_with_alphafold_models_4,0.804,3.0
7AOF,uniprot_distance_uniprot_sto_1,0.079,0.0
7KBR,structure_temp_dimer_0,0.905,3.0
7NKZ,structure_temp_dimer_0,0.929,3.0
7O27,ori_temp_pipeline_with_alphafold_models_3,0.673,2.0
7AOH,ori_temp_pipeline_with_alphafold_models_4,0.676,2.0
7JZY,ori_template_pipeline_3,0.040,0.0
7O28,species_interact_uniprot_sto_0,0.710,2.0
7EEP,sequence_based_template_with_alphafold_1,0.023,0.0
7OI7,species_interact_uniprot_sto_3,0.006,0.0
7ALB,structure_temp_dimer_a_1,0.007,0.0
7D7F,structure_temp_dimer_0,0.006,0.0
7P3Z,pdb_interact_uniref_a3m_3,0.026,0.0
7LXT,ori_template_pipeline_3,0.605,2.0
7O27,uniprot_distance_uniprot_sto_3,0.705,2.0
7D3Y,species_interact_uniref_a3m_2,0.036,0.0
7OI7,default_0,0.086,0.0
7AMV,custom_template_file_2,0.879,3.0
7D7F,default_4,0.011,0.0
7ALB,string_interact_uniref_sto_4,0.007,0.0
7L2M,sequence_based_template_0,0.017,0.0
7D3Y,default_2,0.023,0.0
7F5B,string_interact_uniref_a3m_0,0.009,0.0
7MJP,uniclust_oxmatch_a3m_3,0.027,0.0
7JZY,species_interact_uniprot_sto_1,0.021,0.0
7LXT,uniprot_distance_uniref_sto_1,0.599,2.0
7MJP,structure_temp_dimer_a_2,0.014,0.0
7F5B,sequence_based_template_with_alphafold_4,0.009,0.0
7OOP,species_interact_uniprot_sto_0,0.142,0.0
7LXT,ori_template_pipeline_4,0.542,2.0
7AOH,species_interact_uniprot_sto_0,0.897,3.0
7F5B,uniprot_distance_uniref_sto_1,0.008,0.0
7MJP,no_templates_3,0.017,0.0
7KBR,species_interact_uniref_a3m_1,0.949,3.0
7ALA,ori_temp_pipeline_with_alphafold_models_2,0.021,0.0
7D7F,uniclust_oxmatch_a3m_0,0.006,0.0
7OI7,pdb_interact_uniprot_sto_4,0.008,0.0
7D7F,pdb_interact_uniref_sto_1,0.007,0.0
7P3Z,custom_template_with_alphafold_models_1,0.042,0.0
7O27,sequence_based_template_with_alphafold_2,0.397,1.0
7O27,custom_template_with_alphafold_models_4,0.397,1.0
7P3Z,species_interact_uniprot_sto_1,0.033,0.0
7LXT,no_templates_2,0.134,0.0
7F5B,pdb_interact_uniref_a3m_3,0.011,0.0
7D7F,string_interact_uniref_a3m_3,0.457,1.0
7O27,structure_temp_dimer_3,0.517,2.0
7O28,uniprot_distance_uniref_sto_3,0.750,2.0
7O28,uniprot_distance_uniref_sto_2,0.730,2.0
7P3Z,sequence_based_template_4,0.034,0.0
7O27,species_interact_uniref_sto_4,0.732,2.0
7MJP,string_interact_uniref_a3m_2,0.017,0.0
7F5B,custom_template_file_0,0.008,0.0
7L2M,default_4,0.013,0.0
7NKZ,sequence_based_template_4,0.921,3.0
7AMV,pdb_interact_uniprot_sto_1,0.869,3.0
7ALA,string_interact_uniref_sto_4,0.022,0.0
7LIV,custom_template_file_2,0.008,0.0
7F5B,sequence_based_template_with_alphafold_2,0.002,0.0
7D7F,no_templates_4,0.234,1.0
7MJP,uniclust_oxmatch_a3m_1,0.023,0.0
7LXT,default_0,0.575,2.0
7LIV,default_2,0.004,0.0
7LXT,pdb_interact_uniref_a3m_1,0.098,0.0
7D3Y,ori_temp_pipeline_with_alphafold_models_4,0.016,0.0
7O28,string_interact_uniref_sto_3,0.735,2.0
7LIV,structure_temp_dimer_2,0.007,0.0
7JZY,structure_temp_dimer_a_1,0.058,0.0
7ALA,string_interact_uniref_a3m_2,0.009,0.0
7D7F,species_interact_uniref_a3m_3,0.007,0.0
7OI7,uniprot_distance_uniprot_sto_4,0.008,0.0
7JZY,sequence_based_template_with_alphafold_0,0.052,0.0
7D3Y,ori_temp_pipeline_with_alphafold_models_1,0.316,1.0
7LIV,default_4,0.006,0.0
7F5B,ori_temp_pipeline_with_alphafold_models_2,0.002,0.0
7AMV,structure_temp_dimer_a_4,0.826,3.0
7OOP,sequence_based_template_4,0.110,0.0
7P3Z,ori_template_pipeline_0,0.039,0.0
7ALB,species_interact_uniprot_sto_4,0.007,0.0
7L2M,pdb_interact_uniref_sto_3,0.017,0.0
7OOP,structure_temp_dimer_a_3,0.107,0.0
7OOP,no_templates_0,0.114,0.0
7EEL,species_interact_uniref_a3m_2,0.035,0.0
7EEP,no_templates_3,0.007,0.0
7O27,species_interact_uniref_sto_2,0.717,2.0
7ALA,ori_temp_pipeline_with_alphafold_models_1,0.025,0.0
7D3Y,pdb_interact_uniref_a3m_3,0.009,0.0
7KBR,string_interact_uniref_sto_4,0.918,3.0
7MJP,sequence_based_template_with_alphafold_4,0.014,0.0
7OI7,structure_temp_dimer_a_3,0.217,0.0
7KBR,ori_template_pipeline_1,0.919,3.0
7LIV,species_interact_uniref_sto_2,0.008,0.0
7O28,pdb_interact_uniref_sto_4,0.736,2.0
7F5B,ori_temp_pipeline_with_alphafold_models_0,0.009,0.0
7ALA,species_interact_uniref_a3m_0,0.036,0.0
7O27,custom_template_file_1,0.492,2.0
7LXT,string_interact_uniref_a3m_3,0.017,0.0
7MJP,sequence_based_template_with_alphafold_3,0.014,0.0
7ALB,ori_temp_pipeline_with_alphafold_models_4,0.007,0.0
7ALB,species_interact_uniprot_sto_1,0.007,0.0
7ALA,custom_template_with_alphafold_models_2,0.021,0.0
7MJP,pdb_interact_uniprot_sto_4,0.019,0.0
7EEL,default_0,0.062,0.0
7OZN,string_interact_uniref_a3m_4,0.011,0.0
7NKZ,string_interact_uniref_a3m_0,0.757,2.0
7OOP,species_interact_uniprot_sto_4,0.147,0.0
7AMV,no_templates_3,0.670,2.0
7D7F,string_interact_uniprot_sto_1,0.007,0.0
7ALB,structure_temp_dimer_a_0,0.006,0.0
7EEP,structure_temp_dimer_1,0.012,0.0
7MRW,string_interact_uniprot_sto_0,0.608,2.0
7OI7,sequence_based_template_0,0.088,0.0
7O27,pdb_interact_uniref_sto_0,0.675,2.0
7OI7,custom_template_with_alphafold_models_0,0.021,0.0
7P3Z,species_interact_uniref_sto_0,0.032,0.0
7LIV,uniprot_distance_uniprot_sto_1,0.003,0.0
7AMV,default_2,0.873,3.0
7NKZ,uniprot_distance_uniref_sto_1,0.928,3.0
7OI7,uniclust_oxmatch_a3m_1,0.006,0.0
7MJP,string_interact_uniref_a3m_1,0.019,0.0
7KBR,structure_temp_dimer_a_2,0.922,3.0
7OI7,structure_temp_dimer_2,0.008,0.0
7EEP,structure_temp_dimer_a_2,0.007,0.0
7OI7,structure_temp_dimer_a_1,0.151,0.0
7O28,structure_temp_dimer_a_0,0.712,2.0
7KBR,pdb_interact_uniref_a3m_2,0.952,3.0
7ALB,pdb_interact_uniprot_sto_3,0.007,0.0
7AOF,sequence_based_template_0,0.046,0.0
7JZY,ori_template_pipeline_4,0.030,0.0
7AP8,default_4,0.016,0.0
7JZY,ori_temp_pipeline_with_alphafold_models_2,0.064,0.0
7OOP,species_interact_uniref_sto_2,0.093,0.0
7AP8,ori_template_pipeline_1,0.020,0.0
7D3Y,structure_temp_dimer_0,0.312,1.0
7F5B,ori_temp_pipeline_with_alphafold_models_3,0.008,0.0
7KBR,structure_temp_dimer_1,0.884,3.0
